DATE,A_rec,A_churn,A_prog_in,A_prog_out,A_fte,A_rec_%,A_churn_%,AC_rec,AC_churn,AC_prog_in,AC_prog_out,AC_fte,AC_rec_%,AC_churn_%,C_rec,C_churn,C_prog_in,C_prog_out,C_fte,C_rec_%,C_churn_%,SrC_rec,SrC_churn,SrC_prog_in,SrC_prog_out,SrC_fte,SrC_rec_%,SrC_churn_%,AM_rec,AM_churn,AM_prog_in,AM_prog_out,AM_fte,AM_rec_%,AM_churn_%,M_rec,M_churn,M_prog_in,M_prog_out,M_fte,M_rec_%,M_churn_%,SrM_rec,SrM_churn,SrM_prog_in,SrM_prog_out,SrM_fte,SrM_rec_%,SrM_churn_%,Pi_rec,Pi_churn,Pi_prog_in,Pi_prog_out,Pi_fte,Pi_rec_%,Pi_churn_%,P_rec,P_churn,P_prog_in,P_prog_out,P_fte,P_rec_%,P_churn_%,Total_rec,Total_churn,Total_prog_in,Total_prog_out,Total_fte,Total_rec_%,Total_churn_%
203208,74,8,0,0,498,14.86,1.61,78,38,0,0,1504,5.19,2.53,0,0,0,0,120,0.00,0.00,2,10,0,0,598,0.33,1.67,3,26,0,0,2032,0.15,1.28,0,4,0,0,636,0.00,0.63,0,1,0,0,147,0.00,0.68,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,157,87,0,0,5535,2.84,1.57
203209,87,11,0,0,574,15.16,1.92,76,39,0,0,1541,4.93,2.53,2,2,0,0,120,1.67,1.67,0,7,0,0,591,0.00,1.18,2,27,0,0,2007,0.10,1.35,0,8,0,0,628,0.00,1.27,0,1,0,0,146,0.00,0.68,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,167,95,0,0,5607,2.98,1.69
203210,62,5,0,197,434,14.29,1.15,75,41,197,271,1501,5.00,2.73,0,2,46,38,126,0.00,1.59,2,7,38,88,536,0.37,1.31,3,29,271,46,2206,0.14,1.31,0,4,88,0,712,0.00,0.56,0,1,0,0,145,0.00,0.69,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,142,89,640,640,5660,2.51,1.57
203211,71,9,0,0,496,14.31,1.81,79,39,0,0,1541,5.13,2.53,2,3,0,0,125,1.60,2.40,2,10,0,0,528,0.38,1.89,2,28,0,0,2180,0.09,1.28,0,5,0,0,707,0.00,0.71,0,0,0,0,145,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,156,94,0,0,5722,2.73,1.64
203212,85,15,0,0,566,15.02,2.65,77,42,0,0,1576,4.89,2.66,1,1,0,0,125,0.80,0.80,0,7,0,0,521,0.00,1.34,0,30,0,0,2150,0.00,1.40,0,7,0,0,700,0.00,1.00,0,1,0,0,144,0.00,0.69,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,163,103,0,0,5782,2.82,1.78
203301,67,10,0,189,438,15.30,2.28,74,39,189,311,1534,4.82,2.54,4,1,41,31,131,3.05,0.76,1,7,31,75,452,0.22,1.55,2,33,311,41,2569,0.08,1.28,0,4,75,19,732,0.00,0.55,0,2,19,0,159,0.00,1.26,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,148,96,666,666,6015,2.46,1.60
203302,68,7,0,199,448,15.18,1.56,84,41,199,283,1631,5.15,2.51,1,4,0,0,163,0.61,2.45,2,6,0,0,404,0.50,1.49,2,40,283,0,3045,0.07,1.31,0,8,0,0,697,0.00,1.15,0,0,0,0,152,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,157,106,482,482,6540,2.40,1.62
203303,74,9,0,0,513,14.42,1.75,84,41,0,0,1674,5.02,2.45,1,3,0,0,161,0.62,1.86,0,4,0,0,400,0.00,1.00,3,40,0,0,3008,0.10,1.33,0,5,0,0,692,0.00,0.72,0,2,0,0,150,0.00,1.33,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,162,104,0,0,6598,2.46,1.58
203304,88,10,0,0,591,14.89,1.69,87,47,0,0,1714,5.08,2.74,3,1,0,0,163,1.84,0.61,0,7,0,0,393,0.00,1.78,3,43,0,0,2968,0.10,1.45,0,7,0,0,685,0.00,1.02,0,0,0,0,150,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,181,115,0,0,6664,2.72,1.73
203305,76,5,0,0,509,14.93,0.98,79,40,0,0,1573,5.02,2.54,0,3,0,0,128,0.00,2.34,1,6,0,0,447,0.22,1.34,0,34,0,0,2535,0.00,1.34,0,8,0,0,724,0.00,1.10,0,1,0,0,158,0.00,0.63,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,156,97,0,0,6074,2.57,1.60
203306,84,9,0,0,584,14.38,1.54,83,46,0,0,1610,5.16,2.86,2,2,0,0,128,1.56,1.56,1,7,0,0,441,0.23,1.59,2,31,0,0,2506,0.08,1.24,0,6,0,0,718,0.00,0.84,0,3,0,0,155,0.00,1.94,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,172,104,0,0,6142,2.80,1.69
203307,65,8,0,202,439,14.81,1.82,76,41,202,287,1560,4.87,2.63,1,4,0,0,125,0.80,3.20,1,7,0,0,435,0.23,1.61,2,38,287,0,2757,0.07,1.38,0,6,0,0,712,0.00,0.84,0,0,0,0,155,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,145,104,489,489,6183,2.35,1.68
203308,77,9,0,0,507,15.19,1.78,84,37,0,0,1607,5.23,2.30,0,1,0,0,124,0.00,0.81,2,7,0,0,430,0.47,1.63,3,34,0,0,2726,0.11,1.25,0,7,0,0,705,0.00,0.99,0,0,0,0,155,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,166,95,0,0,6254,2.65,1.52
203309,84,11,0,0,580,14.48,1.90,82,42,0,0,1647,4.98,2.55,1,1,0,0,124,0.81,0.81,0,4,0,0,426,0.00,0.94,3,37,0,0,2692,0.11,1.37,0,6,0,0,699,0.00,0.86,0,1,0,0,154,0.00,0.65,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,170,102,0,0,6322,2.69,1.61
203310,66,6,0,193,447,14.77,1.34,78,42,193,283,1593,4.90,2.64,2,3,68,24,167,1.20,1.80,0,4,24,25,421,0.00,0.95,4,38,283,68,2873,0.14,1.32,0,6,25,0,718,0.00,0.84,0,2,0,0,152,0.00,1.32,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,150,101,593,593,6371,2.35,1.59
203311,75,7,0,0,515,14.56,1.36,83,44,0,0,1632,5.09,2.70,2,2,0,0,167,1.20,1.20,1,9,0,0,413,0.24,2.18,3,40,0,0,2836,0.11,1.41,0,6,0,0,712,0.00,0.84,0,0,0,0,152,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,164,108,0,0,6427,2.55,1.68
203312,86,15,0,0,586,14.68,2.56,83,43,0,0,1672,4.96,2.57,1,2,0,0,166,0.60,1.20,1,6,0,0,408,0.25,1.47,1,37,0,0,2800,0.04,1.32,0,7,0,0,705,0.00,0.99,0,0,0,0,152,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,172,110,0,0,6489,2.65,1.70
203401,33,5,0,94,219,15.07,2.28,38,19,94,163,803,4.73,2.37,1,1,36,14,78,1.28,1.28,0,3,14,26,200,0.00,1.50,1,19,163,36,1440,0.07,1.32,0,1,26,8,366,0.00,0.27,0,2,8,0,80,0.00,2.50,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,73,50,341,341,3186,2.29,1.57
203402,36,4,0,96,232,15.52,1.72,41,21,96,154,819,5.01,2.56,1,2,0,0,106,0.94,1.89,1,4,0,0,183,0.55,2.19,1,21,154,0,1681,0.06,1.25,0,3,0,0,342,0.00,0.88,0,0,0,0,77,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,80,55,250,250,3440,2.33,1.60
203403,38,5,0,0,265,14.34,1.89,44,21,0,0,842,5.23,2.49,0,2,0,0,104,0.00,1.92,0,1,0,0,182,0.00,0.55,3,24,0,0,1660,0.18,1.45,0,2,0,0,340,0.00,0.59,0,1,0,0,76,0.00,1.32,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,85,56,0,0,3469,2.45,1.61
203404,46,5,0,0,306,15.03,1.63,42,23,0,0,861,4.88,2.67,3,0,0,0,107,2.80,0.00,0,4,0,0,178,0.00,2.25,1,24,0,0,1637,0.06,1.47,0,4,0,0,336,0.00,1.19,0,0,0,0,76,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,92,60,0,0,3501,2.63,1.71
203405,38,3,0,0,254,14.96,1.18,43,22,0,0,824,5.22,2.67,0,2,0,0,76,0.00,2.63,1,3,0,0,198,0.51,1.52,0,20,0,0,1420,0.00,1.41,0,4,0,0,362,0.00,1.10,0,0,0,0,80,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,82,54,0,0,3214,2.55,1.68
203406,43,5,0,0,292,14.73,1.71,43,25,0,0,842,5.11,2.97,2,1,0,0,77,2.60,1.30,0,4,0,0,194,0.00,2.06,1,17,0,0,1404,0.07,1.21,0,3,0,0,359,0.00,0.84,0,2,0,0,78,0.00,2.56,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,89,57,0,0,3246,2.74,1.76
203407,31,3,0,99,221,14.03,1.36,39,19,99,160,801,4.87,2.37,1,2,0,0,76,1.32,2.63,1,2,0,0,193,0.52,1.04,1,22,160,0,1543,0.06,1.43,0,3,0,0,356,0.00,0.84,0,0,0,0,78,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,73,51,259,259,3268,2.23,1.56
203408,39,4,0,0,256,15.23,1.56,43,20,0,0,824,5.22,2.43,0,1,0,0,75,0.00,1.33,1,3,0,0,191,0.52,1.57,1,19,0,0,1525,0.07,1.25,0,4,0,0,352,0.00,1.14,0,0,0,0,78,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,84,51,0,0,3301,2.54,1.54
203409,43,6,0,0,293,14.68,2.05,41,22,0,0,843,4.86,2.61,0,1,0,0,74,0.00,1.35,0,2,0,0,189,0.00,1.06,1,21,0,0,1505,0.07,1.40,0,1,0,0,351,0.00,0.28,0,0,0,0,78,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,85,53,0,0,3333,2.55,1.59
203410,33,3,0,98,225,14.67,1.33,41,20,98,145,817,5.02,2.45,2,1,44,9,110,1.82,0.91,0,2,9,6,190,0.00,1.05,2,21,145,44,1587,0.13,1.32,0,5,6,0,352,0.00,1.42,0,1,0,0,77,0.00,1.30,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,78,53,302,302,3358,2.32,1.58
203411,38,3,0,0,260,14.62,1.15,41,23,0,0,835,4.91,2.75,1,2,0,0,109,0.92,1.83,0,3,0,0,187,0.00,1.60,2,22,0,0,1567,0.13,1.40,0,4,0,0,348,0.00,1.15,0,0,0,0,77,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,82,57,0,0,3383,2.42,1.68
203412,43,7,0,0,296,14.53,2.36,44,22,0,0,857,5.13,2.57,0,2,0,0,107,0.00,1.87,1,2,0,0,186,0.54,1.08,1,21,0,0,1547,0.06,1.36,0,3,0,0,345,0.00,0.87,0,0,0,0,77,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,89,57,0,0,3415,2.61,1.67
203501,34,4,0,98,238,14.29,1.68,43,24,98,144,834,5.16,2.88,1,4,41,30,115,0.87,3.48,0,3,30,7,198,0.00,1.52,1,21,144,41,1720,0.06,1.22,0,1,7,13,329,0.00,0.30,0,1,13,0,88,0.00,1.14,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,79,58,333,333,3522,2.24,1.65
203502,37,3,0,115,244,15.16,1.23,46,23,115,167,874,5.26,2.63,3,3,0,0,129,2.33,2.33,0,3,0,0,204,0.00,1.47,1,29,167,0,1938,0.05,1.50,0,3,0,0,311,0.00,0.96,0,0,0,0,84,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,87,64,282,282,3784,2.30,1.69
203503,38,7,0,0,275,13.82,2.55,45,21,0,0,898,5.01,2.34,1,3,0,0,127,0.79,2.36,2,5,0,0,201,1.00,2.49,1,28,0,0,1911,0.05,1.47,0,3,0,0,308,0.00,0.97,0,0,0,0,84,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,87,67,0,0,3804,2.29,1.76
203504,48,5,0,0,318,15.09,1.57,46,25,0,0,919,5.01,2.72,1,2,0,0,126,0.79,1.59,0,3,0,0,198,0.00,1.52,2,25,0,0,1888,0.11,1.32,0,2,0,0,306,0.00,0.65,0,1,0,0,83,0.00,1.20,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,97,63,0,0,3838,2.53,1.64
203505,44,4,0,0,278,15.83,1.44,41,19,0,0,856,4.79,2.22,1,3,0,0,113,0.88,2.65,1,1,0,0,198,0.51,0.51,2,24,0,0,1698,0.12,1.41,0,2,0,0,327,0.00,0.61,0,1,0,0,87,0.00,1.15,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,89,54,0,0,3557,2.50,1.52
203506,43,5,0,0,316,13.61,1.58,48,23,0,0,881,5.45,2.61,1,3,0,0,111,0.90,2.70,0,2,0,0,196,0.00,1.02,0,24,0,0,1674,0.00,1.43,0,5,0,0,322,0.00,1.55,0,0,0,0,87,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,92,62,0,0,3587,2.56,1.73
203507,37,3,0,108,242,15.29,1.24,40,23,108,153,853,4.69,2.70,2,1,0,0,112,1.79,0.89,3,3,0,0,196,1.53,1.53,3,23,153,0,1807,0.17,1.27,0,5,0,0,317,0.00,1.58,0,1,0,0,86,0.00,1.16,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,85,59,261,261,3613,2.35,1.63
203508,40,7,0,0,275,14.55,2.55,44,23,0,0,874,5.03,2.63,2,1,0,0,113,1.77,0.88,0,3,0,0,193,0.00,1.55,3,27,0,0,1783,0.17,1.51,0,2,0,0,315,0.00,0.63,0,1,0,0,85,0.00,1.18,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,89,64,0,0,3638,2.45,1.76
203509,47,7,0,0,315,14.92,2.22,45,22,0,0,897,5.02,2.45,1,3,0,0,111,0.90,2.70,0,2,0,0,191,0.00,1.05,1,21,0,0,1763,0.06,1.19,0,1,0,0,314,0.00,0.32,0,0,0,0,85,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,94,56,0,0,3676,2.56,1.52
203510,36,4,0,103,244,14.75,1.64,43,22,103,159,862,4.99,2.55,1,3,55,32,132,0.76,2.27,0,4,32,8,211,0.00,1.90,0,26,159,55,1841,0.00,1.41,0,3,8,0,319,0.00,0.94,0,0,0,0,85,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,80,62,357,357,3694,2.17,1.68
203511,40,4,0,0,280,14.29,1.43,45,22,0,0,885,5.08,2.49,3,3,0,0,132,2.27,2.27,0,2,0,0,209,0.00,0.96,3,25,0,0,1819,0.16,1.37,0,1,0,0,318,0.00,0.31,0,1,0,0,84,0.00,1.19,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,91,58,0,0,3727,2.44,1.56
203512,50,5,0,0,325,15.38,1.54,44,26,0,0,903,4.87,2.88,0,3,0,0,129,0.00,2.33,0,2,0,0,207,0.00,0.97,1,21,0,0,1799,0.06,1.17,0,4,0,0,314,0.00,1.27,0,0,0,0,84,0.00,0.00,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0.00,0.00,95,61,0,0,3761,2.53,1.62
Total,8969,1016,0,7179,0,,,7514,3841,7179,7692,0,,,381,733,744,1823,0,,,173,1291,1823,1464,0,,,141,2656,7692,744,0,,,0,549,1464,122,0,,,0,86,122,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,17178,10172,19024,19024,632977,,
